TradingPeriod,IsProxyPriceFlag,Year,Month,Day,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate,Anomaly
40,0.0,2023.0,12.0,3.0,175.1575,175.155,-0.8660254,0.5,-0.45111227,0.89246721,0
41,0.0,2023.0,12.0,3.0,175.145,175.145,-0.79335334,0.60876143,-0.45079218,0.89262893,0
42,0.0,2023.0,12.0,3.0,175.38,175.26,-0.70710678,0.70710678,-0.45047202,0.89279054,0
43,0.0,2023.0,12.0,3.0,176.00333333,175.975,-0.60876143,0.79335334,-0.45015181,0.89295204,0
44,0.0,2023.0,12.0,3.0,176.295,176.31,-0.5,0.8660254,-0.44983155,0.89311342,0
45,0.0,2023.0,12.0,3.0,176.095,175.99,-0.38268343,0.92387953,-0.44951122,0.89327468,0
46,0.0,2023.0,12.0,3.0,175.90833333,175.895,-0.25881905,0.96592583,-0.44919084,0.89343583,0
47,0.0,2023.0,12.0,3.0,167.23571429,172.89,-0.13052619,0.99144486,-0.4488704,0.89359687,0
48,0.0,2023.0,12.0,3.0,160.34166667,153.545,-0.0,1.0,-0.4485499,0.89375779,0
1,0.0,2023.0,12.0,4.0,163.5925,163.59,0.13052619,0.99144486,-0.44822934,0.8939186,0
2,0.0,2023.0,12.0,4.0,161.4625,158.855,0.25881905,0.96592583,-0.44790873,0.89407929,0
3,0.0,2023.0,12.0,4.0,173.66,174.045,0.38268343,0.92387953,-0.44758806,0.89423986,0
4,0.0,2023.0,12.0,4.0,172.98,172.74,0.5,0.8660254,-0.44726733,0.89440032,0
5,0.0,2023.0,12.0,4.0,171.825,171.62,0.60876143,0.79335334,-0.44694654,0.89456067,0
6,0.0,2023.0,12.0,4.0,124.475,148.89,0.70710678,0.70710678,-0.44662569,0.8947209,0
7,0.0,2023.0,12.0,4.0,162.15857143,162.01,0.79335334,0.60876143,-0.44630479,0.89488102,0
8,0.0,2023.0,12.0,4.0,70.6,70.59,0.8660254,0.5,-0.44598383,0.89504102,0
9,0.0,2023.0,12.0,4.0,26.568,0.52,0.92387953,0.38268343,-0.44566282,0.8952009,0
10,0.0,2023.0,12.0,4.0,151.64166667,149.98,0.96592583,0.25881905,-0.44534174,0.89536067,0
11,0.0,2023.0,12.0,4.0,159.45666667,164.66,0.99144486,0.13052619,-0.44502061,0.89552033,0
12,0.0,2023.0,12.0,4.0,134.56833333,142.31,1.0,0.0,-0.44469942,0.89567987,0
13,0.0,2023.0,12.0,4.0,110.37666667,100.77,0.99144486,-0.13052619,-0.44437818,0.89583929,0
14,0.0,2023.0,12.0,4.0,142.46142857,142.68,0.96592583,-0.25881905,-0.44405688,0.8959986,0
15,0.0,2023.0,12.0,4.0,138.69333333,134.915,0.92387953,-0.38268343,-0.44373552,0.89615779,0
16,0.0,2023.0,12.0,4.0,126.51,128.9,0.8660254,-0.5,-0.4434141,0.89631687,0
17,0.0,2023.0,12.0,4.0,135.58666667,142.09,0.79335334,-0.60876143,-0.44309262,0.89647584,0
18,0.0,2023.0,12.0,4.0,138.24666667,142.97,0.70710678,-0.70710678,-0.44277109,0.89663469,0
19,0.0,2023.0,12.0,4.0,136.115,165.9,0.60876143,-0.79335334,-0.44244951,0.89679342,0
20,0.0,2023.0,12.0,4.0,102.15833333,146.78,0.5,-0.8660254,-0.44212786,0.89695204,0
21,0.0,2023.0,12.0,4.0,142.33285714,171.95,0.38268343,-0.92387953,-0.44180616,0.89711054,0
22,0.0,2023.0,12.0,4.0,130.50428571,148.33,0.25881905,-0.96592583,-0.4414844,0.89726893,0
23,0.0,2023.0,12.0,4.0,170.10333333,176.44,0.13052619,-0.99144486,-0.44116259,0.8974272,0
24,0.0,2023.0,12.0,4.0,174.57666667,176.805,0.0,-1.0,-0.44084071,0.89758535,0
25,0.0,2023.0,12.0,4.0,182.92833333,182.715,-0.13052619,-0.99144486,-0.44051878,0.89774339,0
26,0.0,2023.0,12.0,4.0,186.04166667,185.605,-0.25881905,-0.96592583,-0.4401968,0.89790132,0
27,0.0,2023.0,12.0,4.0,180.865,179.63,-0.38268343,-0.92387953,-0.43987476,0.89805913,0
28,0.0,2023.0,12.0,4.0,178.28666667,178.43,-0.5,-0.8660254,-0.43955266,0.89821682,0
29,0.0,2023.0,12.0,4.0,181.28,179.225,-0.60876143,-0.79335334,-0.4392305,0.8983744,0
30,0.0,2023.0,12.0,4.0,178.17,178.41,-0.70710678,-0.70710678,-0.43890829,0.89853186,0
31,0.0,2023.0,12.0,4.0,178.01,178.01,-0.79335334,-0.60876143,-0.43858602,0.89868921,0
32,0.0,2023.0,12.0,4.0,171.815,171.815,-0.8660254,-0.5,-0.4382637,0.89884644,0
33,0.0,2023.0,12.0,4.0,174.35,176.11,-0.92387953,-0.38268343,-0.43794132,0.89900356,0
34,0.0,2023.0,12.0,4.0,177.37166667,177.65,-0.96592583,-0.25881905,-0.43761888,0.89916056,0
35,0.0,2023.0,12.0,4.0,177.88333333,177.81,-0.99144486,-0.13052619,-0.43729639,0.89931745,0
36,0.0,2023.0,12.0,4.0,166.03,165.93,-1.0,-0.0,-0.43697384,0.89947422,0
37,0.0,2023.0,12.0,4.0,150.292,150.31,-0.99144486,0.13052619,-0.43665123,0.89963087,0
38,0.0,2023.0,12.0,4.0,148.498,150.21,-0.96592583,0.25881905,-0.43632857,0.89978741,0
39,0.0,2023.0,12.0,4.0,156.93,154.735,-0.92387953,0.38268343,-0.43600585,0.89994383,0
40,0.0,2023.0,12.0,4.0,161.42,161.42,-0.8660254,0.5,-0.43568308,0.90010014,0
41,0.0,2023.0,12.0,4.0,173.2,176.77,-0.79335334,0.60876143,-0.43536025,0.90025633,0
42,0.0,2023.0,12.0,4.0,178.32714286,179.51,-0.70710678,0.70710678,-0.43503736,0.9004124,0
43,0.0,2023.0,12.0,4.0,184.63666667,186.86,-0.60876143,0.79335334,-0.43471442,0.90056836,0
44,0.0,2023.0,12.0,4.0,183.735,183.735,-0.5,0.8660254,-0.43439142,0.90072421,0
45,0.0,2023.0,12.0,4.0,179.51571429,179.57,-0.38268343,0.92387953,-0.43406837,0.90087993,0
46,0.0,2023.0,12.0,4.0,179.30857143,179.48,-0.25881905,0.96592583,-0.43374526,0.90103554,0
47,0.0,2023.0,12.0,4.0,170.74857143,178.58,-0.13052619,0.99144486,-0.43342209,0.90119104,0
48,0.0,2023.0,12.0,4.0,155.32714286,150.39,-0.0,1.0,-0.43309887,0.90134642,0
1,0.0,2023.0,12.0,5.0,160.44428571,161.0,0.13052619,0.99144486,-0.43277559,0.90150168,0
2,0.0,2023.0,12.0,5.0,172.27857143,178.31,0.25881905,0.96592583,-0.43245226,0.90165683,0
3,0.0,2023.0,12.0,5.0,169.28714286,175.58,0.38268343,0.92387953,-0.43212887,0.90181186,0
4,0.0,2023.0,12.0,5.0,160.17333333,155.71,0.5,0.8660254,-0.43180543,0.90196678,0
5,0.0,2023.0,12.0,5.0,79.65333333,75.115,0.60876143,0.79335334,-0.43148193,0.90212158,0
6,0.0,2023.0,12.0,5.0,71.05,61.485,0.70710678,0.70710678,-0.43115837,0.90227626,0
7,0.0,2023.0,12.0,5.0,156.18428571,158.12,0.79335334,0.60876143,-0.43083476,0.90243083,0
8,0.0,2023.0,12.0,5.0,116.095,134.03,0.8660254,0.5,-0.4305111,0.90258528,0
9,0.0,2023.0,12.0,5.0,144.65166667,147.265,0.92387953,0.38268343,-0.43018738,0.90273962,0
10,0.0,2023.0,12.0,5.0,118.67285714,117.26,0.96592583,0.25881905,-0.4298636,0.90289384,0
11,0.0,2023.0,12.0,5.0,168.22,170.34,0.99144486,0.13052619,-0.42953977,0.90304794,0
12,0.0,2023.0,12.0,5.0,170.745,170.71,1.0,0.0,-0.42921588,0.90320193,0
13,0.0,2023.0,12.0,5.0,169.58857143,170.56,0.99144486,-0.13052619,-0.42889194,0.9033558,0
14,0.0,2023.0,12.0,5.0,162.81142857,162.06,0.96592583,-0.25881905,-0.42856794,0.90350956,0
15,0.0,2023.0,12.0,5.0,164.71714286,162.7,0.92387953,-0.38268343,-0.42824389,0.9036632,0
16,0.0,2023.0,12.0,5.0,159.69333333,158.47,0.8660254,-0.5,-0.42791978,0.90381672,0
17,0.0,2023.0,12.0,5.0,156.3675,158.67,0.79335334,-0.60876143,-0.42759562,0.90397013,0
18,0.0,2023.0,12.0,5.0,160.77666667,163.4,0.70710678,-0.70710678,-0.4272714,0.90412342,0
19,0.0,2023.0,12.0,5.0,151.79,157.91,0.60876143,-0.79335334,-0.42694713,0.90427659,0
20,0.0,2023.0,12.0,5.0,125.73,148.17,0.5,-0.8660254,-0.4266228,0.90442965,0
21,0.0,2023.0,12.0,5.0,163.30142857,173.24,0.38268343,-0.92387953,-0.42629842,0.90458259,0
22,0.0,2023.0,12.0,5.0,158.67833333,165.485,0.25881905,-0.96592583,-0.42597398,0.90473541,0
23,0.0,2023.0,12.0,5.0,159.78285714,159.05,0.13052619,-0.99144486,-0.42564949,0.90488812,0
24,0.0,2023.0,12.0,5.0,169.506,166.43,0.0,-1.0,-0.42532494,0.90504071,0
25,0.0,2023.0,12.0,5.0,182.975,181.865,-0.13052619,-0.99144486,-0.42500034,0.90519319,0
26,0.0,2023.0,12.0,5.0,164.28333333,161.595,-0.25881905,-0.96592583,-0.42467568,0.90534555,0
27,0.0,2023.0,12.0,5.0,154.72166667,157.075,-0.38268343,-0.92387953,-0.42435097,0.90549779,0
28,0.0,2023.0,12.0,5.0,157.95,157.435,-0.5,-0.8660254,-0.42402621,0.90564992,0
29,0.0,2023.0,12.0,5.0,161.48,161.48,-0.60876143,-0.79335334,-0.42370139,0.90580193,0
30,0.0,2023.0,12.0,5.0,161.65,161.65,-0.70710678,-0.70710678,-0.42337651,0.90595382,0
31,0.0,2023.0,12.0,5.0,151.355,151.355,-0.79335334,-0.60876143,-0.42305158,0.9061056,0
32,0.0,2023.0,12.0,5.0,169.665,169.685,-0.8660254,-0.5,-0.4227266,0.90625726,0
33,0.0,2023.0,12.0,5.0,178.59,178.59,-0.92387953,-0.38268343,-0.42240156,0.9064088,0
34,0.0,2023.0,12.0,5.0,152.025,150.475,-0.96592583,-0.25881905,-0.42207647,0.90656023,0
35,0.0,2023.0,12.0,5.0,165.67,163.8,-0.99144486,-0.13052619,-0.42175133,0.90671154,0
36,0.0,2023.0,12.0,5.0,143.22166667,144.575,-1.0,-0.0,-0.42142613,0.90686274,0
37,0.0,2023.0,12.0,5.0,148.72,147.7,-0.99144486,0.13052619,-0.42110087,0.90701381,0
38,0.0,2023.0,12.0,5.0,147.526,147.01,-0.96592583,0.25881905,-0.42077556,0.90716477,0
39,0.0,2023.0,12.0,5.0,160.8875,153.88,-0.92387953,0.38268343,-0.4204502,0.90731562,0
40,0.0,2023.0,12.0,5.0,178.245,182.06,-0.8660254,0.5,-0.42012478,0.90746635,0
41,0.0,2023.0,12.0,5.0,157.0025,157.405,-0.79335334,0.60876143,-0.41979931,0.90761696,0
42,0.0,2023.0,12.0,5.0,287.53833333,333.885,-0.70710678,0.70710678,-0.41947379,0.90776745,0
43,0.0,2023.0,12.0,5.0,167.80166667,165.89,-0.60876143,0.79335334,-0.41914821,0.90791783,0
44,0.0,2023.0,12.0,5.0,241.182,187.62,-0.5,0.8660254,-0.41882257,0.90806809,0
45,0.0,2023.0,12.0,5.0,180.65833333,179.305,-0.38268343,0.92387953,-0.41849689,0.90821823,0
46,0.0,2023.0,12.0,5.0,180.655,179.43,-0.25881905,0.96592583,-0.41817115,0.90836826,0
47,0.0,2023.0,12.0,5.0,178.475,178.35,-0.13052619,0.99144486,-0.41784535,0.90851817,0
48,0.0,2023.0,12.0,5.0,178.22333333,178.18,-0.0,1.0,-0.4175195,0.90866796,0
1,0.0,2023.0,12.0,6.0,176.67666667,176.665,0.13052619,0.99144486,-0.4171936,0.90881764,0
2,0.0,2023.0,12.0,6.0,176.27,176.1,0.25881905,0.96592583,-0.41686765,0.9089672,0
3,0.0,2023.0,12.0,6.0,175.76333333,175.345,0.38268343,0.92387953,-0.41654164,0.90911664,0
4,0.0,2023.0,12.0,6.0,174.72166667,174.69,0.5,0.8660254,-0.41621558,0.90926596,0
5,0.0,2023.0,12.0,6.0,164.3,164.235,0.60876143,0.79335334,-0.41588946,0.90941517,0
6,0.0,2023.0,12.0,6.0,149.875,150.05,0.70710678,0.70710678,-0.41556329,0.90956427,0
7,0.0,2023.0,12.0,6.0,157.77833333,156.145,0.79335334,0.60876143,-0.41523707,0.90971324,0
8,0.0,2023.0,12.0,6.0,147.69833333,150.385,0.8660254,0.5,-0.41491079,0.9098621,0
9,0.0,2023.0,12.0,6.0,87.75833333,124.96,0.92387953,0.38268343,-0.41458446,0.91001084,0
10,0.0,2023.0,12.0,6.0,155.17285714,149.23,0.96592583,0.25881905,-0.41425808,0.91015946,0
11,0.0,2023.0,12.0,6.0,154.32333333,152.125,0.99144486,0.13052619,-0.41393164,0.91030797,0
12,0.0,2023.0,12.0,6.0,148.89666667,148.805,1.0,0.0,-0.41360515,0.91045636,0
13,0.0,2023.0,12.0,6.0,157.64166667,162.015,0.99144486,-0.13052619,-0.41327861,0.91060463,0
14,0.0,2023.0,12.0,6.0,153.29333333,160.94,0.96592583,-0.25881905,-0.41295201,0.91075279,0
15,0.0,2023.0,12.0,6.0,29.37166667,5.54,0.92387953,-0.38268343,-0.41262536,0.91090082,0
16,0.0,2023.0,12.0,6.0,128.97166667,148.855,0.8660254,-0.5,-0.41229866,0.91104874,0
17,0.0,2023.0,12.0,6.0,161.78666667,161.945,0.79335334,-0.60876143,-0.41197191,0.91119655,0
18,0.0,2023.0,12.0,6.0,162.03833333,162.09,0.70710678,-0.70710678,-0.4116451,0.91134423,0
19,0.0,2023.0,12.0,6.0,160.04666667,162.14,0.60876143,-0.79335334,-0.41131824,0.9114918,0
20,0.0,2023.0,12.0,6.0,161.08666667,163.39,0.5,-0.8660254,-0.41099132,0.91163926,0
21,0.0,2023.0,12.0,6.0,137.65428571,158.84,0.38268343,-0.92387953,-0.41066435,0.91178659,0
22,0.0,2023.0,12.0,6.0,166.60428571,166.6,0.25881905,-0.96592583,-0.41033733,0.91193381,0
23,0.0,2023.0,12.0,6.0,212.32285714,170.19,0.13052619,-0.99144486,-0.41001026,0.91208091,0
24,0.0,2023.0,12.0,6.0,212.80571429,185.14,0.0,-1.0,-0.40968314,0.91222789,0
25,0.0,2023.0,12.0,6.0,173.62833333,185.685,-0.13052619,-0.99144486,-0.40935596,0.91237476,0
26,0.0,2023.0,12.0,6.0,189.40428571,178.81,-0.25881905,-0.96592583,-0.40902873,0.91252151,0
27,0.0,2023.0,12.0,6.0,174.27,178.54,-0.38268343,-0.92387953,-0.40870144,0.91266814,0
28,0.0,2023.0,12.0,6.0,202.22428571,185.08,-0.5,-0.8660254,-0.40837411,0.91281465,0
29,0.0,2023.0,12.0,6.0,168.475,165.84,-0.60876143,-0.79335334,-0.40804672,0.91296105,0
30,0.0,2023.0,12.0,6.0,273.79,316.95,-0.70710678,-0.70710678,-0.40771928,0.91310733,0
31,0.0,2023.0,12.0,6.0,183.66,187.04,-0.79335334,-0.60876143,-0.40739179,0.91325349,0
32,0.0,2023.0,12.0,6.0,182.366,187.05,-0.8660254,-0.5,-0.40706424,0.91339953,0
33,0.0,2023.0,12.0,6.0,162.79,164.82,-0.92387953,-0.38268343,-0.40673664,0.91354546,0
34,0.0,2023.0,12.0,6.0,161.98,160.49,-0.96592583,-0.25881905,-0.40640899,0.91369127,0
35,0.0,2023.0,12.0,6.0,162.27142857,167.16,-0.99144486,-0.13052619,-0.40608129,0.91383696,0
36,0.0,2023.0,12.0,6.0,152.11285714,148.45,-1.0,-0.0,-0.40575354,0.91398253,0
37,0.0,2023.0,12.0,6.0,154.77,152.38,-0.99144486,0.13052619,-0.40542573,0.91412799,0
38,0.0,2023.0,12.0,6.0,149.40857143,148.45,-0.96592583,0.25881905,-0.40509787,0.91427333,0
39,0.0,2023.0,12.0,6.0,169.30571429,167.23,-0.92387953,0.38268343,-0.40476996,0.91441855,0
40,0.0,2023.0,12.0,6.0,269.41714286,194.68,-0.8660254,0.5,-0.40444199,0.91456365,0
41,0.0,2023.0,12.0,6.0,158.392,155.82,-0.79335334,0.60876143,-0.40411398,0.91470864,0
42,0.0,2023.0,12.0,6.0,153.678,155.76,-0.70710678,0.70710678,-0.40378591,0.91485351,0
43,0.0,2023.0,12.0,6.0,149.995,148.46,-0.60876143,0.79335334,-0.40345779,0.91499826,0
44,0.0,2023.0,12.0,6.0,167.62666667,168.815,-0.5,0.8660254,-0.40312962,0.91514289,0
45,0.0,2023.0,12.0,6.0,159.0875,155.6,-0.38268343,0.92387953,-0.4028014,0.9152874,0
46,0.0,2023.0,12.0,6.0,158.40833333,160.02,-0.25881905,0.96592583,-0.40247312,0.9154318,0
47,0.0,2023.0,12.0,6.0,168.29666667,169.475,-0.13052619,0.99144486,-0.4021448,0.91557608,0
48,0.0,2023.0,12.0,6.0,167.98,167.98,-0.0,1.0,-0.40181642,0.91572024,0
1,0.0,2023.0,12.0,7.0,164.87,164.87,0.13052619,0.99144486,-0.40148799,0.91586429,0
2,0.0,2023.0,12.0,7.0,157.72142857,153.26,0.25881905,0.96592583,-0.40115951,0.91600821,0
3,0.0,2023.0,12.0,7.0,169.03666667,169.035,0.38268343,0.92387953,-0.40083097,0.91615202,0
4,0.0,2023.0,12.0,7.0,165.11571429,167.27,0.5,0.8660254,-0.40050239,0.91629571,0
5,0.0,2023.0,12.0,7.0,144.48,150.525,0.60876143,0.79335334,-0.40017375,0.91643929,0
6,0.0,2023.0,12.0,7.0,133.58,121.45,0.70710678,0.70710678,-0.39984507,0.91658274,0
7,0.0,2023.0,12.0,7.0,148.88166667,148.94,0.79335334,0.60876143,-0.39951633,0.91672608,0
8,0.0,2023.0,12.0,7.0,111.48666667,125.07,0.8660254,0.5,-0.39918754,0.9168693,0
9,0.0,2023.0,12.0,7.0,146.535,153.995,0.92387953,0.38268343,-0.39885869,0.9170124,0
10,0.0,2023.0,12.0,7.0,162.474,163.09,0.96592583,0.25881905,-0.3985298,0.91715538,0
11,0.0,2023.0,12.0,7.0,161.64666667,162.27,0.99144486,0.13052619,-0.39820086,0.91729825,0
12,0.0,2023.0,12.0,7.0,161.235,161.235,1.0,0.0,-0.39787186,0.917441,0
13,0.0,2023.0,12.0,7.0,124.485,126.155,0.99144486,-0.13052619,-0.39754281,0.91758363,0
14,0.0,2023.0,12.0,7.0,42.49333333,0.26,0.96592583,-0.25881905,-0.39721372,0.91772614,0
15,0.0,2023.0,12.0,7.0,124.466,123.8,0.92387953,-0.38268343,-0.39688457,0.91786853,0
16,0.0,2023.0,12.0,7.0,124.43833333,124.33,0.8660254,-0.5,-0.39655537,0.91801081,0
17,0.0,2023.0,12.0,7.0,127.67,128.02,0.79335334,-0.60876143,-0.39622612,0.91815296,0
18,0.0,2023.0,12.0,7.0,149.94166667,160.025,0.70710678,-0.70710678,-0.39589681,0.918295,0
19,0.0,2023.0,12.0,7.0,129.50166667,163.13,0.60876143,-0.79335334,-0.39556746,0.91843692,0
20,0.0,2023.0,12.0,7.0,98.43166667,137.875,0.5,-0.8660254,-0.39523806,0.91857873,0
21,0.0,2023.0,12.0,7.0,111.52428571,146.07,0.38268343,-0.92387953,-0.3949086,0.91872041,0
22,0.0,2023.0,12.0,7.0,130.21714286,148.8,0.25881905,-0.96592583,-0.3945791,0.91886198,0
23,0.0,2023.0,12.0,7.0,158.46285714,170.75,0.13052619,-0.99144486,-0.39424954,0.91900343,0
26,0.0,2023.0,12.0,7.0,171.66285714,171.44,-0.25881905,-0.96592583,-0.39326057,0.91942706,0
27,0.0,2023.0,12.0,7.0,170.92833333,171.295,-0.38268343,-0.92387953,-0.39293081,0.91956804,0
28,0.0,2023.0,12.0,7.0,156.695,156.52,-0.5,-0.8660254,-0.392601,0.9197089,0
29,0.0,2023.0,12.0,7.0,160.72857143,167.24,-0.60876143,-0.79335334,-0.39227114,0.91984964,0
30,0.0,2023.0,12.0,7.0,165.64571429,170.02,-0.70710678,-0.70710678,-0.39194123,0.91999026,0
31,0.0,2023.0,12.0,7.0,148.62833333,147.59,-0.79335334,-0.60876143,-0.39161127,0.92013076,0
32,0.0,2023.0,12.0,7.0,158.90428571,160.48,-0.8660254,-0.5,-0.39128126,0.92027114,0
33,0.0,2023.0,12.0,7.0,176.84,176.84,-0.92387953,-0.38268343,-0.3909512,0.92041141,0
34,0.0,2023.0,12.0,7.0,168.52857143,168.08,-0.96592583,-0.25881905,-0.39062109,0.92055156,0
35,0.0,2023.0,12.0,7.0,383.065,383.81,-0.99144486,-0.13052619,-0.39029092,0.92069159,0
36,0.0,2023.0,12.0,7.0,212.55333333,176.955,-1.0,-0.0,-0.38996071,0.9208315,0
37,0.0,2023.0,12.0,7.0,163.16571429,160.48,-0.99144486,0.13052619,-0.38963045,0.92097129,0
38,0.0,2023.0,12.0,7.0,141.44,137.5,-0.96592583,0.25881905,-0.38930014,0.92111096,0
39,0.0,2023.0,12.0,7.0,145.50571429,146.82,-0.92387953,0.38268343,-0.38896977,0.92125052,0
40,0.0,2023.0,12.0,7.0,121.44142857,147.55,-0.8660254,0.5,-0.38863936,0.92138995,0
41,0.0,2023.0,12.0,7.0,123.04571429,145.2,-0.79335334,0.60876143,-0.3883089,0.92152927,0
42,0.0,2023.0,12.0,7.0,156.16,156.56,-0.70710678,0.70710678,-0.38797839,0.92166847,0
43,0.0,2023.0,12.0,7.0,165.92,163.87,-0.60876143,0.79335334,-0.38764783,0.92180755,0
44,0.0,2023.0,12.0,7.0,170.1925,170.19,-0.5,0.8660254,-0.38731721,0.92194651,0
45,0.0,2023.0,12.0,7.0,170.17333333,170.17,-0.38268343,0.92387953,-0.38698655,0.92208536,0
46,0.0,2023.0,12.0,7.0,170.27,170.31,-0.25881905,0.96592583,-0.38665584,0.92222408,0
47,0.0,2023.0,12.0,7.0,170.185,170.185,-0.13052619,0.99144486,-0.38632508,0.92236269,0
48,0.0,2023.0,12.0,7.0,169.91,169.91,-0.0,1.0,-0.38599427,0.92250118,0
1,0.0,2023.0,12.0,8.0,169.645,169.645,0.13052619,0.99144486,-0.38566341,0.92263955,0
2,0.0,2023.0,12.0,8.0,169.73,169.735,0.25881905,0.96592583,-0.3853325,0.9227778,0
3,0.0,2023.0,12.0,8.0,175.37666667,172.1,0.38268343,0.92387953,-0.38500154,0.92291593,0
4,0.0,2023.0,12.0,8.0,174.91,169.21,0.5,0.8660254,-0.38467053,0.92305395,0
5,0.0,2023.0,12.0,8.0,167.29,167.265,0.60876143,0.79335334,-0.38433947,0.92319184,0
6,0.0,2023.0,12.0,8.0,166.28166667,166.295,0.70710678,0.70710678,-0.38400836,0.92332962,0
7,0.0,2023.0,12.0,8.0,165.10833333,164.505,0.79335334,0.60876143,-0.3836772,0.92346727,0
8,0.0,2023.0,12.0,8.0,163.838,164.2,0.8660254,0.5,-0.38334599,0.92360481,0
9,0.0,2023.0,12.0,8.0,163.44142857,163.42,0.92387953,0.38268343,-0.38301474,0.92374223,0
10,0.0,2023.0,12.0,8.0,163.445,163.445,0.96592583,0.25881905,-0.38268343,0.92387953,0
11,0.0,2023.0,12.0,8.0,163.17333333,163.46,0.99144486,0.13052619,-0.38235208,0.92401671,0
12,0.0,2023.0,12.0,8.0,162.62,162.62,1.0,0.0,-0.38202067,0.92415378,0
13,0.0,2023.0,12.0,8.0,162.54,162.54,0.99144486,-0.13052619,-0.38168922,0.92429072,0
14,0.0,2023.0,12.0,8.0,162.565,162.565,0.96592583,-0.25881905,-0.38135772,0.92442755,0
15,0.0,2023.0,12.0,8.0,162.52,162.52,0.92387953,-0.38268343,-0.38102617,0.92456425,0
16,0.0,2023.0,12.0,8.0,162.38833333,162.42,0.8660254,-0.5,-0.38069457,0.92470084,0
17,0.0,2023.0,12.0,8.0,162.42,162.42,0.79335334,-0.60876143,-0.38036292,0.92483731,0
18,0.0,2023.0,12.0,8.0,162.46333333,162.455,0.70710678,-0.70710678,-0.38003122,0.92497366,0
19,0.0,2023.0,12.0,8.0,162.69,162.58,0.60876143,-0.79335334,-0.37969947,0.92510989,0
20,0.0,2023.0,12.0,8.0,163.42833333,163.47,0.5,-0.8660254,-0.37936768,0.925246,0
21,0.0,2023.0,12.0,8.0,168.69666667,165.2,0.38268343,-0.92387953,-0.37903583,0.925382,0
22,0.0,2023.0,12.0,8.0,168.80142857,169.24,0.25881905,-0.96592583,-0.37870394,0.92551787,0
23,0.0,2023.0,12.0,8.0,197.485,170.48,0.13052619,-0.99144486,-0.378372,0.92565362,0
24,0.0,2023.0,12.0,8.0,261.08,317.07,0.0,-1.0,-0.37804,0.92578926,0
25,0.0,2023.0,12.0,8.0,286.89571429,323.56,-0.13052619,-0.99144486,-0.37770797,0.92592478,0
26,0.0,2023.0,12.0,8.0,267.69666667,313.7,-0.25881905,-0.96592583,-0.37737588,0.92606017,0
27,0.0,2023.0,12.0,8.0,173.94571429,172.52,-0.38268343,-0.92387953,-0.37704374,0.92619545,0
28,0.0,2023.0,12.0,8.0,176.32833333,170.525,-0.5,-0.8660254,-0.37671156,0.92633061,0
29,0.0,2023.0,12.0,8.0,174.47666667,172.105,-0.60876143,-0.79335334,-0.37637932,0.92646565,0
30,0.0,2023.0,12.0,8.0,179.8475,178.485,-0.70710678,-0.70710678,-0.37604704,0.92660057,0
31,0.0,2023.0,12.0,8.0,170.18833333,169.92,-0.79335334,-0.60876143,-0.37571471,0.92673538,0
32,0.0,2023.0,12.0,8.0,163.882,163.18,-0.8660254,-0.5,-0.37538233,0.92687006,0
33,0.0,2023.0,12.0,8.0,161.56,161.51,-0.92387953,-0.38268343,-0.3750499,0.92700462,0
34,0.0,2023.0,12.0,8.0,156.118,155.65,-0.96592583,-0.25881905,-0.37471743,0.92713907,0
35,0.0,2023.0,12.0,8.0,167.61142857,169.48,-0.99144486,-0.13052619,-0.37438491,0.92727339,0
36,0.0,2023.0,12.0,8.0,162.61142857,161.5,-1.0,-0.0,-0.37405233,0.9274076,0
37,0.0,2023.0,12.0,8.0,155.91714286,155.41,-0.99144486,0.13052619,-0.37371971,0.92754168,0
38,0.0,2023.0,12.0,8.0,154.55857143,153.04,-0.96592583,0.25881905,-0.37338705,0.92767565,0
39,0.0,2023.0,12.0,8.0,158.28,157.47,-0.92387953,0.38268343,-0.37305433,0.9278095,0
40,0.0,2023.0,12.0,8.0,169.806,169.91,-0.8660254,0.5,-0.37272157,0.92794323,0
41,0.0,2023.0,12.0,8.0,169.56,169.49,-0.79335334,0.60876143,-0.37238876,0.92807684,0
42,0.0,2023.0,12.0,8.0,169.504,169.49,-0.70710678,0.70710678,-0.3720559,0.92821033,0
43,0.0,2023.0,12.0,8.0,169.49285714,169.47,-0.60876143,0.79335334,-0.37172299,0.9283437,0
44,0.0,2023.0,12.0,8.0,169.69,169.74,-0.5,0.8660254,-0.37139003,0.92847695,0
45,0.0,2023.0,12.0,8.0,169.585,169.55,-0.38268343,0.92387953,-0.37105703,0.92861008,0
46,0.0,2023.0,12.0,8.0,169.566,169.57,-0.25881905,0.96592583,-0.37072398,0.92874309,0
47,0.0,2023.0,12.0,8.0,168.685,168.71,-0.13052619,0.99144486,-0.37039088,0.92887598,0
48,0.0,2023.0,12.0,8.0,168.63,168.695,-0.0,1.0,-0.37005774,0.92900876,0
1,0.0,2023.0,12.0,9.0,167.875,167.96,0.13052619,0.99144486,-0.36972454,0.92914141,0
2,0.0,2023.0,12.0,9.0,167.90833333,167.925,0.25881905,0.96592583,-0.3693913,0.92927395,0
3,0.0,2023.0,12.0,9.0,168.93666667,169.09,0.38268343,0.92387953,-0.36905801,0.92940636,0
4,0.0,2023.0,12.0,9.0,169.014,169.01,0.5,0.8660254,-0.36872468,0.92953866,0
